latitude,longitude,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,source,operator,network_type,label_source,sample_weight,is_deadzone,signal_target,regression_weight,quality_score,cost231_predicted_rsrp,p1812_rsrp_dbm,p1812_distance_km,p1812_diffraction_loss_db
34.44542371620849,35.82916259765625,41711.0,21911.0,22.0,12.0,8.0,ookla,Unknown,Unknown,ookla,2.0,0,-86.30750097183062,0.6,0.9036074203261333,,,,
34.44542371620849,35.83465576171875,50040.0,22257.0,17.0,4.0,4.0,ookla,Unknown,Unknown,ookla,2.0,0,-84.98846305383628,0.6,0.9219072161826595,,,,
34.44089357139115,35.81817626953125,39394.0,21787.0,21.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-86.71976090844117,0.6,0.8993454225625911,,,,
34.44089357139115,35.82366943359375,25749.0,5838.0,25.0,2.0,2.0,ookla,Unknown,Unknown,ookla,2.0,0,-89.78705845335658,0.6,0.8346029564717414,,,,
34.44089357139115,35.82916259765625,47468.0,5521.0,33.0,6.0,6.0,ookla,Unknown,Unknown,ookla,2.0,0,-85.37486414922205,0.6,0.879381848786431,,,,
34.44089357139115,35.83465576171875,75811.0,24436.0,22.0,7.0,6.0,ookla,Unknown,Unknown,ookla,2.0,0,-78.99520899603533,0.6,0.9552881065672603,,,,
34.43636318093372,35.82916259765625,48561.0,12153.0,24.0,12.0,5.0,ookla,Unknown,Unknown,ookla,2.0,0,-85.21064982032115,0.6,0.9028302575183057,,,,
34.43636318093372,35.83465576171875,41134.0,12925.0,24.0,22.0,16.0,ookla,Unknown,Unknown,ookla,2.0,0,-86.40798362003868,0.6,0.8903731309960622,,,,
34.44542371620849,35.84014892578125,47384.0,11385.0,21.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-85.38764051820907,0.6,0.9011998110283652,,,,
34.44542371620849,35.84564208984375,38134.0,43785.0,14.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-86.95425113442025,0.6,0.9151726288951586,,,,
34.44542371620849,35.85113525390625,16557.0,9962.0,42.0,8.0,6.0,ookla,Unknown,Unknown,ookla,2.0,0,-92.24855953142676,0.6,0.7992126854050557,,,,
34.44542371620849,35.85662841796875,5177.0,11936.0,25.0,2.0,2.0,ookla,Unknown,Unknown,ookla,2.0,0,-99.74905888344261,0.6,0.7166918093491544,,,,
34.44089357139115,35.84014892578125,22695.0,15244.0,23.0,8.0,6.0,ookla,Unknown,Unknown,ookla,2.0,0,-90.52784114034375,0.6,0.8451745719338188,,,,
34.44089357139115,35.84564208984375,31800.0,31728.0,19.0,1.0,1.0,ookla,Unknown,Unknown,ookla,2.0,0,-88.26450664688865,0.6,0.8905703376585851,,,,
34.43636318093372,35.84014892578125,45286.0,18025.0,21.0,9.0,7.0,ookla,Unknown,Unknown,ookla,2.0,0,-85.71431489772361,0.6,0.9069555828760445,,,,
34.43636318093372,35.84564208984375,19244.0,38405.0,32.0,4.0,2.0,ookla,Unknown,Unknown,ookla,2.0,0,-91.42791197121338,0.6,0.8453910191871905,,,,
34.44089357139115,35.85113525390625,26402.0,6506.0,49.0,5.0,3.0,ookla,Unknown,Unknown,ookla,2.0,0,-89.60640437182266,0.6,0.8249209686230795,,,,
